Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal,Season,FirstName
1956,Melbourne / Stockholm,Boxing,Boxing,"LOUBSCHER, Henry James",RSA,Men,60 - 63.5KG (Light-Welterweight),Bronze,Summer,Henry
1956,Melbourne / Stockholm,Boxing,Boxing,"ENGIBARYAN, Vladimir",URS,Men,60 - 63.5KG (Light-Welterweight),Gold,Summer,Vladimir
1956,Melbourne / Stockholm,Boxing,Boxing,"NENCI, Franco",ITA,Men,60 - 63.5KG (Light-Welterweight),Silver,Summer,Franco
1956,Melbourne / Stockholm,Boxing,Boxing,"GARGANO, Nicholas",GBR,Men,63.5 - 67KG (Welterweight),Bronze,Summer,Nicholas
1956,Melbourne / Stockholm,Boxing,Boxing,"HOGARTH, Kevin John",AUS,Men,63.5 - 67KG (Welterweight),Bronze,Summer,Kevin
1956,Melbourne / Stockholm,Boxing,Boxing,"LINCA, Nicolae",ROU,Men,63.5 - 67KG (Welterweight),Gold,Summer,Nicolae
1956,Melbourne / Stockholm,Boxing,Boxing,"TIEDT, Fred",IRL,Men,63.5 - 67KG (Welterweight),Silver,Summer,Fred
1956,Melbourne / Stockholm,Boxing,Boxing,"MCCORMACK, John",GBR,Men,67 - 71KG (Light-Middleweight),Bronze,Summer,John
1956,Melbourne / Stockholm,Boxing,Boxing,"PIETRZYKOWSKI, Zbigniew",POL,Men,67 - 71KG (Light-Middleweight),Bronze,Summer,Zbigniew
1956,Melbourne / Stockholm,Boxing,Boxing,"PAPP, Laszlo",HUN,Men,67 - 71KG (Light-Middleweight),Gold,Summer,Laszlo
1956,Melbourne / Stockholm,Boxing,Boxing,"TORRES, Jose Louis Chegui",USA,Men,67 - 71KG (Light-Middleweight),Silver,Summer,Jose
1956,Melbourne / Stockholm,Boxing,Boxing,"CHAPRON, Gilbert",FRA,Men,71-75KG,Bronze,Summer,Gilbert
1956,Melbourne / Stockholm,Boxing,Boxing,"ZALAZAR, Victor",ARG,Men,71-75KG,Bronze,Summer,Victor
1956,Melbourne / Stockholm,Boxing,Boxing,"SHATKOV, Gennadi",URS,Men,71-75KG,Gold,Summer,Gennadi
1956,Melbourne / Stockholm,Boxing,Boxing,"TAPIA, Ramon",CHI,Men,71-75KG,Silver,Summer,Ramon
1956,Melbourne / Stockholm,Boxing,Boxing,"LUCAS, Carlos",CHI,Men,75 - 81KG (Light-Heavyweight),Bronze,Summer,Carlos
1956,Melbourne / Stockholm,Boxing,Boxing,"MURAUSKAS, Romualdas",URS,Men,75 - 81KG (Light-Heavyweight),Bronze,Summer,Romualdas
1956,Melbourne / Stockholm,Boxing,Boxing,"BOYD, James Felton",USA,Men,75 - 81KG (Light-Heavyweight),Gold,Summer,James
1956,Melbourne / Stockholm,Boxing,Boxing,"NEGREA, Gheorghe",ROU,Men,75 - 81KG (Light-Heavyweight),Silver,Summer,Gheorghe
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"BUKHARIN, Gennady",URS,Men,C-1 10000M,Bronze,Summer,Gennady
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"ROTMAN, Leon",ROU,Men,C-1 10000M,Gold,Summer,Leon
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"PARTI, Janos",HUN,Men,C-1 10000M,Silver,Summer,Janos
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"BUKHARIN, Gennady",URS,Men,C-1 1000M (Canoe Single),Bronze,Summer,Gennady
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"ROTMAN, Leon",ROU,Men,C-1 1000M (Canoe Single),Gold,Summer,Leon
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"HERNEK, Istvan",HUN,Men,C-1 1000M (Canoe Single),Silver,Summer,Istvan
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"FARKAS, Imre",HUN,Men,C-2 10000M,Bronze,Summer,Imre
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"HUNICS, Jozsef",HUN,Men,C-2 10000M,Bronze,Summer,Jozsef
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"BOTEV, Gratsian",URS,Men,C-2 10000M,Gold,Summer,Gratsian
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"KHARIN, Pavel",URS,Men,C-2 10000M,Gold,Summer,Pavel
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"DRANSART, Georges",FRA,Men,C-2 10000M,Silver,Summer,Georges
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"RENAUD, Marcel",FRA,Men,C-2 10000M,Silver,Summer,Marcel
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"MOHACSI, Ferenc",HUN,Men,C-2 1000M (Canoe Double),Bronze,Summer,Ferenc
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"WIELAND, Karoly",HUN,Men,C-2 1000M (Canoe Double),Bronze,Summer,Karoly
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"DUMITRU, Alexe",ROU,Men,C-2 1000M (Canoe Double),Gold,Summer,Alexe
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"ISMAILCIUC, Simion",ROU,Men,C-2 1000M (Canoe Double),Gold,Summer,Simion
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"BOTEV, Gratsian",URS,Men,C-2 1000M (Canoe Double),Silver,Summer,Gratsian
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"KHARIN, Pavel",URS,Men,C-2 1000M (Canoe Double),Silver,Summer,Pavel
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"SCHEUER, Michael",EUA,Men,K-1 10000M,Bronze,Summer,Michael
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"FREDRIKSSON, Gert",SWE,Men,K-1 10000M,Gold,Summer,Gert
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"HATLACZKY, Ferenc",HUN,Men,K-1 10000M,Silver,Summer,Ferenc
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"KISS, Lajos",HUN,Men,K-1 1000M (Kayak Single),Bronze,Summer,Lajos
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"FREDRIKSSON, Gert",SWE,Men,K-1 1000M (Kayak Single),Gold,Summer,Gert
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"PISSAREV, Igor",URS,Men,K-1 1000M (Kayak Single),Silver,Summer,Igor
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"SÖBY, Tove Goltermann",DEN,Women,K-1 500M (Kayak Single),Bronze,Summer,Tove
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"DEMENTYEVA, Elizaveta",URS,Women,K-1 500M (Kayak Single),Gold,Summer,Elizaveta
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"ZENZ, Therese",EUA,Women,K-1 500M (Kayak Single),Silver,Summer,Therese
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"BROWN, Walter William",AUS,Men,K-2 10000M,Bronze,Summer,Walter
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"GREEN, Dennis Allan",AUS,Men,K-2 10000M,Bronze,Summer,Dennis
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"FABIAN, Laszlo",HUN,Men,K-2 10000M,Gold,Summer,Laszlo
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"URANYI, Janos",HUN,Men,K-2 10000M,Gold,Summer,Janos
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"BRIEL, Fritz",EUA,Men,K-2 10000M,Silver,Summer,Fritz
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"KLEINE, Theodor",EUA,Men,K-2 10000M,Silver,Summer,Theodor
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"RAUB, Maximilian",AUT,Men,K-2 1000M (Kayak Double),Bronze,Summer,Maximilian
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"WIEDERMANN, Herbert",AUT,Men,K-2 1000M (Kayak Double),Bronze,Summer,Herbert
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"MILTENBERGER, Meinrad",EUA,Men,K-2 1000M (Kayak Double),Gold,Summer,Meinrad
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"SCHEUER, Michael",EUA,Men,K-2 1000M (Kayak Double),Gold,Summer,Michael
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"DEMITKOV, Anatoli",URS,Men,K-2 1000M (Kayak Double),Silver,Summer,Anatoli
1956,Melbourne / Stockholm,Canoe / Kayak,Canoe / Kayak F,"KAALESTE, Mikhail",URS,Men,K-2 1000M (Kayak Double),Silver,Summer,Mikhail
1956,Melbourne / Stockholm,Cycling,Cycling Road,"JACKSON, Alan Wharmby",GBR,Men,Individual Road Race,Bronze,Summer,Alan
1956,Melbourne / Stockholm,Cycling,Cycling Road,"BALDINI, Ercole",ITA,Men,Individual Road Race,Gold,Summer,Ercole
1956,Melbourne / Stockholm,Cycling,Cycling Road,"GEYRE, Arnaud",FRA,Men,Individual Road Race,Silver,Summer,Arnaud
1956,Melbourne / Stockholm,Cycling,Cycling Road,"POMMER, Reinhold Viktor",EUA,Men,Team Time Trial,Bronze,Summer,Reinhold
1956,Melbourne / Stockholm,Cycling,Cycling Road,"SCHUR, Gustav-Adolf",EUA,Men,Team Time Trial,Bronze,Summer,Gustav-Adolf
1956,Melbourne / Stockholm,Cycling,Cycling Road,"TÜLLER, Horst",EUA,Men,Team Time Trial,Bronze,Summer,Horst
1956,Melbourne / Stockholm,Cycling,Cycling Road,"GEYRE, Arnaud",FRA,Men,Team Time Trial,Gold,Summer,Arnaud
1956,Melbourne / Stockholm,Cycling,Cycling Road,"MOUCHERAUD, Maurice",FRA,Men,Team Time Trial,Gold,Summer,Maurice
1956,Melbourne / Stockholm,Cycling,Cycling Road,"VERMEULEN, Michel",FRA,Men,Team Time Trial,Gold,Summer,Michel
1956,Melbourne / Stockholm,Cycling,Cycling Road,"BRITTAIN, Arthur Stanley",GBR,Men,Team Time Trial,Silver,Summer,Arthur
1956,Melbourne / Stockholm,Cycling,Cycling Road,"HOLMES, William",GBR,Men,Team Time Trial,Silver,Summer,William
1956,Melbourne / Stockholm,Cycling,Cycling Road,"JACKSON, Alan Wharmby",GBR,Men,Team Time Trial,Silver,Summer,Alan
1956,Melbourne / Stockholm,Cycling,Cycling Track,"SWIFT, Alfred James",RSA,Men,1KM Time Trial,Bronze,Summer,Alfred
1956,Melbourne / Stockholm,Cycling,Cycling Track,"FAGGIN, Leandro",ITA,Men,1KM Time Trial,Gold,Summer,Leandro
1956,Melbourne / Stockholm,Cycling,Cycling Track,"FOUSEK, Ladislav",TCH,Men,1KM Time Trial,Silver,Summer,Ladislav
1956,Melbourne / Stockholm,Cycling,Cycling Track,"OGNA, Giuseppe",ITA,Men,2000M Tandem,Bronze,Summer,Giuseppe
1956,Melbourne / Stockholm,Cycling,Cycling Track,"PINARELLO, Cesare",ITA,Men,2000M Tandem,Bronze,Summer,Cesare
1956,Melbourne / Stockholm,Cycling,Cycling Track,"BROWNE, Ian Sterry",AUS,Men,2000M Tandem,Gold,Summer,Ian
1956,Melbourne / Stockholm,Cycling,Cycling Track,"MARCHANT, Anthony John",AUS,Men,2000M Tandem,Gold,Summer,Anthony
1956,Melbourne / Stockholm,Cycling,Cycling Track,"FOUSEK, Ladislav",TCH,Men,2000M Tandem,Silver,Summer,Ladislav
1956,Melbourne / Stockholm,Cycling,Cycling Track,"MACHEK, Vaclav",TCH,Men,2000M Tandem,Silver,Summer,Vaclav
1956,Melbourne / Stockholm,Cycling,Cycling Track,"PLOOG, Richard Francis",AUS,Men,Sprint Indivual,Bronze,Summer,Richard
1956,Melbourne / Stockholm,Cycling,Cycling Track,"ROUSSEAU, Michel",FRA,Men,Sprint Indivual,Gold,Summer,Michel
1956,Melbourne / Stockholm,Cycling,Cycling Track,"PESENTI, Guglielmo",ITA,Men,Sprint Indivual,Silver,Summer,Guglielmo
1956,Melbourne / Stockholm,Cycling,Cycling Track,"BURGESS, Donald Christopher",GBR,Men,Team Pursuit (4000M),Bronze,Summer,Donald
1956,Melbourne / Stockholm,Cycling,Cycling Track,"GAMBRILL, Michael John",GBR,Men,Team Pursuit (4000M),Bronze,Summer,Michael
1956,Melbourne / Stockholm,Cycling,Cycling Track,"GEDDES, John Reuben",GBR,Men,Team Pursuit (4000M),Bronze,Summer,John
1956,Melbourne / Stockholm,Cycling,Cycling Track,"SIMPSON, Thomas",GBR,Men,Team Pursuit (4000M),Bronze,Summer,Thomas
1956,Melbourne / Stockholm,Cycling,Cycling Track,"DOMENICALI, Antonio",ITA,Men,Team Pursuit (4000M),Gold,Summer,Antonio
1956,Melbourne / Stockholm,Cycling,Cycling Track,"FAGGIN, Leandro",ITA,Men,Team Pursuit (4000M),Gold,Summer,Leandro
1956,Melbourne / Stockholm,Cycling,Cycling Track,"GANDINI, Franco",ITA,Men,Team Pursuit (4000M),Gold,Summer,Franco
1956,Melbourne / Stockholm,Cycling,Cycling Track,"GASPARELLA, Valentino",ITA,Men,Team Pursuit (4000M),Gold,Summer,Valentino
1956,Melbourne / Stockholm,Cycling,Cycling Track,"BIANCHI, Rene",FRA,Men,Team Pursuit (4000M),Silver,Summer,Rene
1956,Melbourne / Stockholm,Cycling,Cycling Track,"GRACZYK, Jean",FRA,Men,Team Pursuit (4000M),Silver,Summer,Jean
1956,Melbourne / Stockholm,Cycling,Cycling Track,"LECANTE, Jean-Claude",FRA,Men,Team Pursuit (4000M),Silver,Summer,Jean-Claude
1956,Melbourne / Stockholm,Cycling,Cycling Track,"VERMEULEN, Michel",FRA,Men,Team Pursuit (4000M),Silver,Summer,Michel
1956,Melbourne / Stockholm,Equestrian,Dressage,"SAINT CYR, Henri",SWE,Men,Individual,Gold,Summer,Henri
1956,Melbourne / Stockholm,Equestrian,Dressage,"LINSENHOFF, Liselott",EUA,Women,Individual,Bronze,Summer,Liselott
1956,Melbourne / Stockholm,Equestrian,Dressage,"HARTEL, Lis",DEN,Women,Individual,Silver,Summer,Lis
1956,Melbourne / Stockholm,Equestrian,Dressage,"CHAMMARTIN, Henri",SUI,Men,Team,Bronze,Summer,Henri
1956,Melbourne / Stockholm,Equestrian,Dressage,"FISCHER, Gustav",SUI,Men,Team,Bronze,Summer,Gustav
1956,Melbourne / Stockholm,Equestrian,Dressage,"TRACHSEL, Gottfried",SUI,Men,Team,Bronze,Summer,Gottfried
1956,Melbourne / Stockholm,Equestrian,Dressage,"BOLTENSTERN JR., Gustaf Adolf",SWE,Men,Team,Gold,Summer,Gustaf
1956,Melbourne / Stockholm,Equestrian,Dressage,"PERSSON, Gehnäll",SWE,Men,Team,Gold,Summer,Gehnäll
1956,Melbourne / Stockholm,Equestrian,Dressage,"SAINT CYR, Henri",SWE,Men,Team,Gold,Summer,Henri
1956,Melbourne / Stockholm,Equestrian,Dressage,"KÜPPERS, Anneliese",EUA,Women,Team,Silver,Summer,Anneliese
1956,Melbourne / Stockholm,Equestrian,Dressage,"LINSENHOFF, Liselott",EUA,Women,Team,Silver,Summer,Liselott
1956,Melbourne / Stockholm,Equestrian,Dressage,"WEYGAND, Hannelore",EUA,Women,Team,Silver,Summer,Hannelore
1956,Melbourne / Stockholm,Equestrian,Eventing,"WELDON, Francis William Charles",GBR,Men,Individual,Bronze,Summer,Francis
1956,Melbourne / Stockholm,Equestrian,Eventing,"KASTENMAN, Petrus",SWE,Men,Individual,Gold,Summer,Petrus
1956,Melbourne / Stockholm,Equestrian,Eventing,"LÜTKE WESTHUES, August",EUA,Men,Individual,Silver,Summer,August
1956,Melbourne / Stockholm,Equestrian,Eventing,"ELDER, Henry James",CAN,Men,Team,Bronze,Summer,Henry
1956,Melbourne / Stockholm,Equestrian,Eventing,"HERBINSON, Brian",CAN,Men,Team,Bronze,Summer,Brian
1956,Melbourne / Stockholm,Equestrian,Eventing,"RUMBLE, John Mitchell",CAN,Men,Team,Bronze,Summer,John
1956,Melbourne / Stockholm,Equestrian,Eventing,"HILL, Albert Edwin",GBR,Men,Team,Gold,Summer,Albert
1956,Melbourne / Stockholm,Equestrian,Eventing,"ROOK, Arthur Laurence",GBR,Men,Team,Gold,Summer,Arthur
1956,Melbourne / Stockholm,Equestrian,Eventing,"WELDON, Francis William Charles",GBR,Men,Team,Gold,Summer,Francis
1956,Melbourne / Stockholm,Equestrian,Eventing,"LÜTKE WESTHUES, August",EUA,Men,Team,Silver,Summer,August
1956,Melbourne / Stockholm,Equestrian,Eventing,"ROTHE, Otto",EUA,Men,Team,Silver,Summer,Otto
1956,Melbourne / Stockholm,Equestrian,Eventing,"WAGNER, Klaus",EUA,Men,Team,Silver,Summer,Klaus
1956,Melbourne / Stockholm,Equestrian,Jumping,"D'INZEO, Piero",ITA,Men,Individual,Bronze,Summer,Piero
1956,Melbourne / Stockholm,Equestrian,Jumping,"WINKLER, Hans Günter",EUA,Men,Individual,Gold,Summer,Hans
1956,Melbourne / Stockholm,Equestrian,Jumping,"D'INZEO, Raimondo",ITA,Men,Individual,Silver,Summer,Raimondo
1956,Melbourne / Stockholm,Equestrian,Jumping,"ROBESON, Peter David",GBR,Men,Team,Bronze,Summer,Peter
1956,Melbourne / Stockholm,Equestrian,Jumping,"WHITE, Wilfred Harry",GBR,Men,Team,Bronze,Summer,Wilfred
1956,Melbourne / Stockholm,Equestrian,Jumping,"LUTKE WESTHUES, Alfons",EUA,Men,Team,Gold,Summer,Alfons
1956,Melbourne / Stockholm,Equestrian,Jumping,"THIEDEMANN, Fritz",EUA,Men,Team,Gold,Summer,Fritz
1956,Melbourne / Stockholm,Equestrian,Jumping,"WINKLER, Hans Günter",EUA,Men,Team,Gold,Summer,Hans
1956,Melbourne / Stockholm,Equestrian,Jumping,"D'INZEO, Piero",ITA,Men,Team,Silver,Summer,Piero
1956,Melbourne / Stockholm,Equestrian,Jumping,"D'INZEO, Raimondo",ITA,Men,Team,Silver,Summer,Raimondo
1956,Melbourne / Stockholm,Equestrian,Jumping,"OPPES, Salvatore",ITA,Men,Team,Silver,Summer,Salvatore
1956,Melbourne / Stockholm,Equestrian,Jumping,"SMYTHE, Patricia Rosemary",GBR,Women,Team,Bronze,Summer,Patricia
1956,Melbourne / Stockholm,Fencing,Fencing,"MANGIAROTTI, Edoardo",ITA,Men,Épée Individual,Bronze,Summer,Edoardo
1956,Melbourne / Stockholm,Fencing,Fencing,"PAVESI, Carlo",ITA,Men,Épée Individual,Gold,Summer,Carlo
1956,Melbourne / Stockholm,Fencing,Fencing,"DELFINO, Giuseppe",ITA,Men,Épée Individual,Silver,Summer,Giuseppe
1956,Melbourne / Stockholm,Fencing,Fencing,"DAGALLIER, Daniel",FRA,Men,Épée Team,Bronze,Summer,Daniel
1956,Melbourne / Stockholm,Fencing,Fencing,"DREYFUS, Yves",FRA,Men,Épée Team,Bronze,Summer,Yves
1956,Melbourne / Stockholm,Fencing,Fencing,"MOUYAL, Armand",FRA,Men,Épée Team,Bronze,Summer,Armand
1956,Melbourne / Stockholm,Fencing,Fencing,"NIGON, Claude",FRA,Men,Épée Team,Bronze,Summer,Claude
1956,Melbourne / Stockholm,Fencing,Fencing,"QUEYROUX, Rene",FRA,Men,Épée Team,Bronze,Summer,Rene
1956,Melbourne / Stockholm,Fencing,Fencing,"ANGLESIO, Giorgio",ITA,Men,Épée Team,Gold,Summer,Giorgio
1956,Melbourne / Stockholm,Fencing,Fencing,"BERTINETTI, Franco",ITA,Men,Épée Team,Gold,Summer,Franco
1956,Melbourne / Stockholm,Fencing,Fencing,"DELFINO, Giuseppe",ITA,Men,Épée Team,Gold,Summer,Giuseppe
1956,Melbourne / Stockholm,Fencing,Fencing,"MANGIAROTTI, Edoardo",ITA,Men,Épée Team,Gold,Summer,Edoardo
1956,Melbourne / Stockholm,Fencing,Fencing,"PAVESI, Carlo",ITA,Men,Épée Team,Gold,Summer,Carlo
1956,Melbourne / Stockholm,Fencing,Fencing,"PELLEGRINO, Alberto",ITA,Men,Épée Team,Gold,Summer,Alberto
1956,Melbourne / Stockholm,Fencing,Fencing,"BALTHAZAR, Lajos",HUN,Men,Épée Team,Silver,Summer,Lajos
1956,Melbourne / Stockholm,Fencing,Fencing,"BERZSENYI, Barnabas",HUN,Men,Épée Team,Silver,Summer,Barnabas
1956,Melbourne / Stockholm,Fencing,Fencing,"MAROSI, Jozsef",HUN,Men,Épée Team,Silver,Summer,Jozsef
1956,Melbourne / Stockholm,Fencing,Fencing,"NAGY, Ambrus",HUN,Men,Épée Team,Silver,Summer,Ambrus
1956,Melbourne / Stockholm,Fencing,Fencing,"RERRICH, Bela",HUN,Men,Épée Team,Silver,Summer,Bela
1956,Melbourne / Stockholm,Fencing,Fencing,"SAKOVICS, Jozsef",HUN,Men,Épée Team,Silver,Summer,Jozsef
1956,Melbourne / Stockholm,Fencing,Fencing,"SPALLINO, Antonio",ITA,Men,Foil Individual,Bronze,Summer,Antonio
1956,Melbourne / Stockholm,Fencing,Fencing,"D'ORIOLA, Christian",FRA,Men,Foil Individual,Gold,Summer,Christian
1956,Melbourne / Stockholm,Fencing,Fencing,"BERGAMINI, Giancarlo",ITA,Men,Foil Individual,Silver,Summer,Giancarlo
1956,Melbourne / Stockholm,Fencing,Fencing,"GARILHE, Renee",FRA,Women,Foil Individual,Bronze,Summer,Renee
1956,Melbourne / Stockholm,Fencing,Fencing,"SHEEN, Gillian Mary",GBR,Women,Foil Individual,Gold,Summer,Gillian
1956,Melbourne / Stockholm,Fencing,Fencing,"ORBAN-SZABO, Olga",ROU,Women,Foil Individual,Silver,Summer,Olga
1956,Melbourne / Stockholm,Fencing,Fencing,"FÜLÖP, Mihaly",HUN,Men,Foil Team,Bronze,Summer,Mihaly
1956,Melbourne / Stockholm,Fencing,Fencing,"GYURICZA, Jozsef",HUN,Men,Foil Team,Bronze,Summer,Jozsef
1956,Melbourne / Stockholm,Fencing,Fencing,"MAROSI, Jozsef",HUN,Men,Foil Team,Bronze,Summer,Jozsef
1956,Melbourne / Stockholm,Fencing,Fencing,"SAKOVICS, Jozsef",HUN,Men,Foil Team,Bronze,Summer,Jozsef
1956,Melbourne / Stockholm,Fencing,Fencing,"SOMODI, Lajos",HUN,Men,Foil Team,Bronze,Summer,Lajos
1956,Melbourne / Stockholm,Fencing,Fencing,"TILLI, Endre",HUN,Men,Foil Team,Bronze,Summer,Endre
1956,Melbourne / Stockholm,Fencing,Fencing,"BERGAMINI, Giancarlo",ITA,Men,Foil Team,Gold,Summer,Giancarlo
1956,Melbourne / Stockholm,Fencing,Fencing,"CARPANEDA, Luigi Arturo",ITA,Men,Foil Team,Gold,Summer,Luigi
1956,Melbourne / Stockholm,Fencing,Fencing,"DI ROSA, Manlio",ITA,Men,Foil Team,Gold,Summer,Manlio
1956,Melbourne / Stockholm,Fencing,Fencing,"LUCARELLI, Vittorio",ITA,Men,Foil Team,Gold,Summer,Vittorio
1956,Melbourne / Stockholm,Fencing,Fencing,"MANGIAROTTI, Edoardo",ITA,Men,Foil Team,Gold,Summer,Edoardo
1956,Melbourne / Stockholm,Fencing,Fencing,"SPALLINO, Antonio",ITA,Men,Foil Team,Gold,Summer,Antonio
1956,Melbourne / Stockholm,Fencing,Fencing,"BAUDOUX, Bernard",FRA,Men,Foil Team,Silver,Summer,Bernard
1956,Melbourne / Stockholm,Fencing,Fencing,"CLOSSET, Roger",FRA,Men,Foil Team,Silver,Summer,Roger
1956,Melbourne / Stockholm,Fencing,Fencing,"COICAUD, Rene",FRA,Men,Foil Team,Silver,Summer,Rene
1956,Melbourne / Stockholm,Fencing,Fencing,"D'ORIOLA, Christian",FRA,Men,Foil Team,Silver,Summer,Christian
1956,Melbourne / Stockholm,Fencing,Fencing,"LATASTE, Jacques",FRA,Men,Foil Team,Silver,Summer,Jacques
1956,Melbourne / Stockholm,Fencing,Fencing,"NETTER, Claude",FRA,Men,Foil Team,Silver,Summer,Claude
1956,Melbourne / Stockholm,Fencing,Fencing,"KUZNETSOV, Lev",URS,Men,Sabre Individual,Bronze,Summer,Lev
1956,Melbourne / Stockholm,Fencing,Fencing,"KARPATI, Rudolf",HUN,Men,Sabre Individual,Gold,Summer,Rudolf
1956,Melbourne / Stockholm,Fencing,Fencing,"PAWLOWSKI, Jerzy",POL,Men,Sabre Individual,Silver,Summer,Jerzy
1956,Melbourne / Stockholm,Fencing,Fencing,"BOGDANOV, Leonid",URS,Men,Sabre Team,Bronze,Summer,Leonid
1956,Melbourne / Stockholm,Fencing,Fencing,"CHEREPOVSKY, Yevgeni",URS,Men,Sabre Team,Bronze,Summer,Yevgeni
1956,Melbourne / Stockholm,Fencing,Fencing,"KUZNETSOV, Lev",URS,Men,Sabre Team,Bronze,Summer,Lev
1956,Melbourne / Stockholm,Fencing,Fencing,"RYLSKY, Yakov",URS,Men,Sabre Team,Bronze,Summer,Yakov
1956,Melbourne / Stockholm,Fencing,Fencing,"TYSHLER, David",URS,Men,Sabre Team,Bronze,Summer,David
1956,Melbourne / Stockholm,Fencing,Fencing,"GEREVICH, Aladar",HUN,Men,Sabre Team,Gold,Summer,Aladar
1956,Melbourne / Stockholm,Fencing,Fencing,"HAMORI, Jenö",HUN,Men,Sabre Team,Gold,Summer,Jenö
1956,Melbourne / Stockholm,Fencing,Fencing,"KARPATI, Rudolf",HUN,Men,Sabre Team,Gold,Summer,Rudolf
1956,Melbourne / Stockholm,Fencing,Fencing,"KERESZTES, Attila",HUN,Men,Sabre Team,Gold,Summer,Attila
1956,Melbourne / Stockholm,Fencing,Fencing,"KOVACS, Pal Adam",HUN,Men,Sabre Team,Gold,Summer,Pal
1956,Melbourne / Stockholm,Fencing,Fencing,"MAGAI, Daniel",HUN,Men,Sabre Team,Gold,Summer,Daniel
1956,Melbourne / Stockholm,Fencing,Fencing,"KUSZEWSKI, Marian Zygmunt",POL,Men,Sabre Team,Silver,Summer,Marian
1956,Melbourne / Stockholm,Fencing,Fencing,"PAWLAS, Zygmunt",POL,Men,Sabre Team,Silver,Summer,Zygmunt
1956,Melbourne / Stockholm,Fencing,Fencing,"PAWLOWSKI, Jerzy",POL,Men,Sabre Team,Silver,Summer,Jerzy
1956,Melbourne / Stockholm,Fencing,Fencing,"PIATKOWSKI, Andrzej Ryszard",POL,Men,Sabre Team,Silver,Summer,Andrzej
1956,Melbourne / Stockholm,Fencing,Fencing,"ZABLOCKI, Wojciech",POL,Men,Sabre Team,Silver,Summer,Wojciech
1956,Melbourne / Stockholm,Fencing,Fencing,"ZUB, Ryszard",POL,Men,Sabre Team,Silver,Summer,Ryszard
1956,Melbourne / Stockholm,Football,Football,"DIEV, Todor Nedyalkov",BUL,Men,Football,Bronze,Summer,Todor
1956,Melbourne / Stockholm,Football,Football,"KOLEV, Ivan Petkov",BUL,Men,Football,Bronze,Summer,Ivan
1956,Melbourne / Stockholm,Football,Football,"KOVATCHEV, Nikolai Dimitrov",BUL,Men,Football,Bronze,Summer,Nikolai
1956,Melbourne / Stockholm,Football,Football,"MANOLOV, Manol Tomov",BUL,Men,Football,Bronze,Summer,Manol
1956,Melbourne / Stockholm,Football,Football,"NAYDENOV, Georghi Spirov",BUL,Men,Football,Bronze,Summer,Georghi
1956,Melbourne / Stockholm,Football,Football,"NIKOLOV, Guergui Dimitrov",BUL,Men,Football,Bronze,Summer,Guergui
